Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Artisan name (product.metafields.pexx.artisan_name),Bedding size (product.metafields.shopify.bedding-size),Care instructions (product.metafields.shopify.care-instructions),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Warmth level (product.metafields.shopify.warmth-level),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
submarine-print-kids-quilt,Submarine Print Reversible Cotton Quilt (Razai),"<p>Sage-green submarines drift through a mustard sea across this ivory quilt — an underwater world small enough to nap in.</p><p>Block-printed with sage-green submarines trailing mustard sea-squiggles and grey fish, finished with a coordinating teal-and-mustard double stripe. Made from soft cotton voile with a hand-quilted cotton fill and skin-safe, azo-free dyes — gentle enough for daily use from day one.</p><p>It works as a full kids quilt for younger children, and just as well as a stroller blanket, play mat, or nursery décor throw — then a lightweight travel or AC blanket as your child grows, from newborn to the early teens.</p><p>Hand block-printed in Jaipur, one wooden block pressed at a time, so no two quilts carry quite the same submarine — flip it over for a solid mustard stripe. 110 x 150 cm.</p>",PEXX,Home & Garden > Linens & Bedding > Bedding > Quilts & Comforters,Quilt,"Baby, Kids, Newborn, Toddler, occ-new-baby, occ-birthday",true,Title,Default Title,,,,,,,,QUI-SUB-SGL,0.0,shopify,5,deny,manual,1299.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/4.1.jpg,1,Submarine print hand block-printed reversible cotton voile kids quilt (razai) – hero/folded,false,Submarine Print Kids Quilt / Razai | Jaipur Cotton Voile – PEXX,"Ivory submarine razai (kids quilt) in cotton voile, hand block-printed & reversible from Jaipur. Skin-safe, azo-free. 110x150cm, newborn–14yrs.",,single,hand-wash; machine-washable,,cotton,lightweight-summer,,,,,,kg,,,active
submarine-print-kids-quilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/4.2.jpg,2,Submarine print hand block-printed reversible cotton voile kids quilt (razai) – lifestyle - bed,,,,,,,,,,,,,,,,,,
submarine-print-kids-quilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/4.3.jpg,3,Submarine print hand block-printed reversible cotton voile kids quilt (razai) – lifestyle - play mat,,,,,,,,,,,,,,,,,,
submarine-print-kids-quilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/4.4.jpg,4,Submarine print hand block-printed reversible cotton voile kids quilt (razai) – print detail close-up,,,,,,,,,,,,,,,,,,
submarine-print-kids-quilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/4.5.jpg,5,Submarine print hand block-printed reversible cotton voile kids quilt (razai) – reverse side,,,,,,,,,,,,,,,,,,
submarine-print-kids-quilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/4.6.jpg,6,Submarine print hand block-printed reversible cotton voile kids quilt (razai) – additional lifestyle,,,,,,,,,,,,,,,,,,
blush-pony-print-kids-quilt,Blush Pony Print Reversible Cotton Quilt (Razai),"<p>Blush-pink ponies gallop across this quilt trailing little yellow blossoms — a print for a child already in love with anything that runs fast and dreams big.</p><p>Block-printed with galloping blush-pink ponies with grey manes and tails, trailing tiny yellow flower sprigs, finished with a dusty-pink candy-stripe edge. Made from soft cotton voile with a hand-quilted cotton fill and skin-safe, azo-free dyes — gentle enough for daily use from day one.</p><p>It works as a full kids quilt for younger children, and just as well as a stroller blanket, play mat, or nursery décor throw — then a lightweight travel or AC blanket as your child grows, from newborn to the early teens.</p><p>Hand block-printed in Jaipur, one wooden block pressed at a time, so no two quilts carry quite the same pony — flip it over for a grey scallop/medallion print. 110 x 150 cm.</p>",PEXX,Home & Garden > Linens & Bedding > Bedding > Quilts & Comforters,Quilt,"Baby, Kids, Newborn, Toddler, occ-birthday, occ-naming, occ-new-baby",true,Title,Default Title,,,,,,,,QUI-BPN-SGL,0.0,shopify,5,deny,manual,1299.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/6.1.jpg,1,Blush Pony print hand block-printed reversible cotton voile kids quilt (razai) – hero/folded,false,Blush Pony Print Kids Quilt / Razai | Jaipur Cotton Voile – PEXX,"Blush-pink blush pony razai (kids quilt) in cotton voile, hand block-printed & reversible from Jaipur. Skin-safe, azo-free. 110x150cm, newborn–14yrs.",,single,hand-wash; machine-washable,,cotton,lightweight-summer,,,,,,kg,,,active
blush-pony-print-kids-quilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/6.2.jpg,2,Blush Pony print hand block-printed reversible cotton voile kids quilt (razai) – lifestyle - bed,,,,,,,,,,,,,,,,,,
blush-pony-print-kids-quilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/6.3.jpg,3,Blush Pony print hand block-printed reversible cotton voile kids quilt (razai) – lifestyle - play mat,,,,,,,,,,,,,,,,,,
blush-pony-print-kids-quilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/6.4.jpg,4,Blush Pony print hand block-printed reversible cotton voile kids quilt (razai) – print detail close-up,,,,,,,,,,,,,,,,,,
blush-pony-print-kids-quilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/6.5.jpg,5,Blush Pony print hand block-printed reversible cotton voile kids quilt (razai) – reverse side,,,,,,,,,,,,,,,,,,
blush-pony-print-kids-quilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/6.7.jpg,6,Blush Pony print hand block-printed reversible cotton voile kids quilt (razai) – additional lifestyle,,,,,,,,,,,,,,,,,,
blush-pony-print-kids-quilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/6.8.jpg,7,Blush Pony print hand block-printed reversible cotton voile kids quilt (razai) – additional detail,,,,,,,,,,,,,,,,,,
frog-pond-print-kids-quilt,Frog Pond Print Reversible Cotton Quilt (Razai),"<p>Green frogs laze on lily pads across this cream quilt, tiny pink blossoms tucked between — a quiet pond scene for story time and lazy afternoons.</p><p>Block-printed with green frogs lazing on lily pads among tiny pink blossoms, finished with a teal-and-sage candy-stripe edge. Made from soft cotton voile with a hand-quilted cotton fill and skin-safe, azo-free dyes — gentle enough for daily use from day one.</p><p>It works as a full kids quilt for younger children, and just as well as a stroller blanket, play mat, or nursery décor throw — then a lightweight travel or AC blanket as your child grows, from newborn to the early teens.</p><p>Hand block-printed in Jaipur, one wooden block pressed at a time, so no two quilts carry quite the same frog — flip it over for a coordinating teal polka-dot print. 110 x 150 cm.</p>",PEXX,Home & Garden > Linens & Bedding > Bedding > Quilts & Comforters,Quilt,"Baby, Kids, Newborn, Toddler, occ-new-baby, occ-naming, occ-birthday",true,Title,Default Title,,,,,,,,QUI-FRG-SGL,0.0,shopify,5,deny,manual,1299.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/7.1.jpg,1,Frog Pond print hand block-printed reversible cotton voile kids quilt (razai) – hero/folded,false,Frog Pond Print Kids Quilt / Razai | Jaipur Cotton Voile – PEXX,"Cream frog pond razai (kids quilt) in cotton voile, hand block-printed & reversible from Jaipur. Skin-safe, azo-free. 110x150cm, newborn–14yrs.",,single,hand-wash; machine-washable,,cotton,lightweight-summer,,,,,,kg,,,active
frog-pond-print-kids-quilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/7.2.jpg,2,Frog Pond print hand block-printed reversible cotton voile kids quilt (razai) – lifestyle - bed,,,,,,,,,,,,,,,,,,
frog-pond-print-kids-quilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/7.3.jpg,3,Frog Pond print hand block-printed reversible cotton voile kids quilt (razai) – lifestyle - play mat,,,,,,,,,,,,,,,,,,
frog-pond-print-kids-quilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/7.4.jpg,4,Frog Pond print hand block-printed reversible cotton voile kids quilt (razai) – print detail close-up,,,,,,,,,,,,,,,,,,
frog-pond-print-kids-quilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/7.5.jpg,5,Frog Pond print hand block-printed reversible cotton voile kids quilt (razai) – reverse side,,,,,,,,,,,,,,,,,,
