Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,What is it made of? (product.metafields.custom.made_of),What size is it? (product.metafields.custom.size_specs)
frog-pond-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_2.5.jpg,5,Frog Pond print hand block-printed cotton toiletry pouch set – additional lifestyle,,,,,,,,,,
frog-pond-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_2.6.jpg,6,Frog Pond print hand block-printed cotton toiletry pouch set – additional lifestyle,,,,,,,,,,
terracotta-stripe-toiletry-pouch-set,Terracotta Stripe Print Hand Block-Printed Toiletry Pouch Set (3-Piece),"<p>Warm terracotta stripes bring a grown-up ease to bath time, at home on a nursery shelf or a hotel vanity alike.</p><p>Block-printed on cotton with a rust-terracotta candy-stripe print and matching tasselled zip-pull, quilted with a plastic-lined interior that wipes clean, in three nested sizes — Small (L16 x W11 x H7cm), Medium (L21 x W12 x H11cm), and Large (L24 x W14 x H14cm).</p><p>A genuine four-in-one set: the large pouch works as a toiletry kit or packing cube for a suitcase, the medium as a travel organizer for creams and wipes, and the small as a hair-accessory pouch or coin purse — or hand all three to a toddler as a stationery and toy-sorting kit for crayons, blocks, and cars.</p><p>Hand block-printed in Jaipur, one motif pressed at a time — small variations in the print are the mark of genuine handwork, not a flaw. Dyed with azo-free, skin-safe colours. A set of 3, ready to gift.</p>",PEXX,"Apparel & Accessories > Handbags, Wallets & Cases > Toiletry Bags",Toiletry Pouch Set,"Baby, Kids, Newborn, Toddler, occ-new-baby, occ-birthday, occ-diwali",true,Title,Default Title,,,,,,,,POU-TER-SET,0.0,shopify,5,deny,manual,1199.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_3.1.jpg,1,"Terracotta Stripe print hand block-printed cotton toiletry pouch set – hero — set together, use 1",false,Terracotta Stripe Toiletry Pouch Set | Cotton Block-Print – PEXX,"Terracotta Stripe print kids toiletry pouch set (3-piece), hand block-printed cotton, plastic-lined. Skin-safe, azo-free dyes. Small/Medium/Large nested set.",,kg,,,active,"<p>Made from quilted cotton with a wipeable plastic-lined interior, dyed with azo-free colours.</p><ul><li>Fabric: cotton, quilted</li><li>Lining: plastic, wipes clean</li><li>Dyes: azo-free, skin-safe</li></ul>",<p>Three nested sizes for every small thing that needs a home.</p><ul><li>Small: L16 x W11 x H7cm</li><li>Medium: L21 x W12 x H11cm</li><li>Large: L24 x W14 x H14cm</li><li>Set of 3</li></ul>
terracotta-stripe-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_3.4.jpg,2,"Terracotta Stripe print hand block-printed cotton toiletry pouch set – set together, use 2 (alt scene)",,,,,,,,,,
terracotta-stripe-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_3.2.jpg,3,Terracotta Stripe print hand block-printed cotton toiletry pouch set – additional angle,,,,,,,,,,
terracotta-stripe-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_3.3.jpg,4,Terracotta Stripe print hand block-printed cotton toiletry pouch set – additional detail,,,,,,,,,,
terracotta-stripe-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_3.5.jpg,5,Terracotta Stripe print hand block-printed cotton toiletry pouch set – additional lifestyle,,,,,,,,,,
terracotta-stripe-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_3.6.jpg,6,Terracotta Stripe print hand block-printed cotton toiletry pouch set – additional lifestyle,,,,,,,,,,
bunny-floral-toiletry-pouch-set,Bunny Floral Print Hand Block-Printed Toiletry Pouch Set (3-Piece),"<p>Pink bunnies hop through yellow blooms on this pouch set — as sweet holding soap and a comb as it is holding alphabet blocks.</p><p>Block-printed on cotton with a pink bunny and floral print and matching yellow tasselled zip-pull, quilted with a plastic-lined interior that wipes clean, in three nested sizes — Small (L16 x W11 x H7cm), Medium (L21 x W12 x H11cm), and Large (L24 x W14 x H14cm).</p><p>A genuine four-in-one set: the large pouch works as a toiletry kit or packing cube for a suitcase, the medium as a travel organizer for creams and wipes, and the small as a hair-accessory pouch or coin purse — or hand all three to a toddler as a stationery and toy-sorting kit for crayons, blocks, and cars.</p><p>Hand block-printed in Jaipur, one motif pressed at a time — small variations in the print are the mark of genuine handwork, not a flaw. Dyed with azo-free, skin-safe colours. A set of 3, ready to gift.</p>",PEXX,"Apparel & Accessories > Handbags, Wallets & Cases > Toiletry Bags",Toiletry Pouch Set,"Baby, Kids, Newborn, Toddler, occ-new-baby, occ-birthday, occ-diwali",true,Title,Default Title,,,,,,,,POU-BNY-SET,0.0,shopify,5,deny,manual,1199.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_4.1.jpg,1,"Bunny Floral print hand block-printed cotton toiletry pouch set – hero — set together, use 1",false,Bunny Floral Toiletry Pouch Set | Cotton Block-Print – PEXX,"Bunny Floral print kids toiletry pouch set (3-piece), hand block-printed cotton, plastic-lined. Skin-safe, azo-free dyes. Small/Medium/Large nested set.",,kg,,,active,"<p>Made from quilted cotton with a wipeable plastic-lined interior, dyed with azo-free colours.</p><ul><li>Fabric: cotton, quilted</li><li>Lining: plastic, wipes clean</li><li>Dyes: azo-free, skin-safe</li></ul>",<p>Three nested sizes for every small thing that needs a home.</p><ul><li>Small: L16 x W11 x H7cm</li><li>Medium: L21 x W12 x H11cm</li><li>Large: L24 x W14 x H14cm</li><li>Set of 3</li></ul>
bunny-floral-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_4.3.jpg,2,"Bunny Floral print hand block-printed cotton toiletry pouch set – set together, use 2 (alt scene)",,,,,,,,,,
bunny-floral-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_6.1.jpg,3,Bunny Floral print hand block-printed cotton toiletry pouch set – additional angle,,,,,,,,,,
bunny-floral-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_6.4.jpg,4,Bunny Floral print hand block-printed cotton toiletry pouch set – additional detail,,,,,,,,,,
bunny-floral-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_6.2.jpg,5,Bunny Floral print hand block-printed cotton toiletry pouch set – additional lifestyle,,,,,,,,,,
bunny-floral-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_4.2.jpg,6,Bunny Floral print hand block-printed cotton toiletry pouch set – additional lifestyle,,,,,,,,,,
bunny-floral-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_4.4.jpg,7,Bunny Floral print hand block-printed cotton toiletry pouch set – additional detail,,,,,,,,,,
teal-penguin-toiletry-pouch-set,Teal Penguin Print Hand Block-Printed Toiletry Pouch Set (3-Piece),"<p>A waddle of penguins rides along in the suitcase or the toy box — this pouch set doesn't mind which trip it's packed for.</p><p>Block-printed on cotton with a navy penguin print on teal and matching tasselled zip-pull, quilted with a plastic-lined interior that wipes clean, in three nested sizes — Small (L16 x W11 x H7cm), Medium (L21 x W12 x H11cm), and Large (L24 x W14 x H14cm).</p><p>A genuine four-in-one set: the large pouch works as a toiletry kit or packing cube for a suitcase, the medium as a travel organizer for creams and wipes, and the small as a hair-accessory pouch or coin purse — or hand all three to a toddler as a stationery and toy-sorting kit for crayons, blocks, and cars.</p><p>Hand block-printed in Jaipur, one motif pressed at a time — small variations in the print are the mark of genuine handwork, not a flaw. Dyed with azo-free, skin-safe colours. A set of 3, ready to gift.</p>",PEXX,"Apparel & Accessories > Handbags, Wallets & Cases > Toiletry Bags",Toiletry Pouch Set,"Baby, Kids, Newborn, Toddler, occ-new-baby, occ-birthday, occ-diwali",true,Title,Default Title,,,,,,,,POU-PNG-SET,0.0,shopify,5,deny,manual,1199.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_5.1.jpg,1,"Teal Penguin print hand block-printed cotton toiletry pouch set – hero — set together, use 1",false,Teal Penguin Toiletry Pouch Set | Cotton Block-Print – PEXX,"Teal Penguin print kids toiletry pouch set (3-piece), hand block-printed cotton, plastic-lined. Skin-safe, azo-free dyes. Small/Medium/Large nested set.",,kg,,,active,"<p>Made from quilted cotton with a wipeable plastic-lined interior, dyed with azo-free colours.</p><ul><li>Fabric: cotton, quilted</li><li>Lining: plastic, wipes clean</li><li>Dyes: azo-free, skin-safe</li></ul>",<p>Three nested sizes for every small thing that needs a home.</p><ul><li>Small: L16 x W11 x H7cm</li><li>Medium: L21 x W12 x H11cm</li><li>Large: L24 x W14 x H14cm</li><li>Set of 3</li></ul>
teal-penguin-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_5.4.jpg,2,"Teal Penguin print hand block-printed cotton toiletry pouch set – set together, use 2 (alt scene)",,,,,,,,,,
teal-penguin-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_5.2.jpg,3,Teal Penguin print hand block-printed cotton toiletry pouch set – additional angle,,,,,,,,,,
teal-penguin-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_5.3.jpg,4,Teal Penguin print hand block-printed cotton toiletry pouch set – additional detail,,,,,,,,,,
teal-penguin-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_5.5.jpg,5,Teal Penguin print hand block-printed cotton toiletry pouch set – additional lifestyle,,,,,,,,,,
pastel-bear-toiletry-pouch-set,Pastel Bear Print Hand Block-Printed Toiletry Pouch Set (3-Piece),"<p>Soft pastel bears wander across this cream pouch set, gentle enough for a nursery shelf and sturdy enough for a backpack.</p><p>Block-printed on cotton with a pastel bear silhouette print on cream and matching tasselled zip-pull, quilted with a plastic-lined interior that wipes clean, in three nested sizes — Small (L16 x W11 x H7cm), Medium (L21 x W12 x H11cm), and Large (L24 x W14 x H14cm).</p><p>A genuine four-in-one set: the large pouch works as a toiletry kit or packing cube for a suitcase, the medium as a travel organizer for creams and wipes, and the small as a hair-accessory pouch or coin purse — or hand all three to a toddler as a stationery and toy-sorting kit for crayons, blocks, and cars.</p><p>Hand block-printed in Jaipur, one motif pressed at a time — small variations in the print are the mark of genuine handwork, not a flaw. Dyed with azo-free, skin-safe colours. A set of 3, ready to gift.</p>",PEXX,"Apparel & Accessories > Handbags, Wallets & Cases > Toiletry Bags",Toiletry Pouch Set,"Baby, Kids, Newborn, Toddler, occ-new-baby, occ-birthday, occ-diwali",true,Title,Default Title,,,,,,,,POU-BER-SET,0.0,shopify,5,deny,manual,1199.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_7.1.jpg,1,"Pastel Bear print hand block-printed cotton toiletry pouch set – hero — set together, use 1",false,Pastel Bear Toiletry Pouch Set | Cotton Block-Print – PEXX,"Pastel Bear print kids toiletry pouch set (3-piece), hand block-printed cotton, plastic-lined. Skin-safe, azo-free dyes. Small/Medium/Large nested set.",,kg,,,active,"<p>Made from quilted cotton with a wipeable plastic-lined interior, dyed with azo-free colours.</p><ul><li>Fabric: cotton, quilted</li><li>Lining: plastic, wipes clean</li><li>Dyes: azo-free, skin-safe</li></ul>",<p>Three nested sizes for every small thing that needs a home.</p><ul><li>Small: L16 x W11 x H7cm</li><li>Medium: L21 x W12 x H11cm</li><li>Large: L24 x W14 x H14cm</li><li>Set of 3</li></ul>
pastel-bear-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_7.4.jpg,2,"Pastel Bear print hand block-printed cotton toiletry pouch set – set together, use 2 (alt scene)",,,,,,,,,,
pastel-bear-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_7.2.jpg,3,Pastel Bear print hand block-printed cotton toiletry pouch set – additional angle,,,,,,,,,,
pastel-bear-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_7.3.jpg,4,Pastel Bear print hand block-printed cotton toiletry pouch set – additional detail,,,,,,,,,,
pastel-bear-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_7.5.jpg,5,Pastel Bear print hand block-printed cotton toiletry pouch set – additional lifestyle,,,,,,,,,,
pastel-bear-toiletry-pouch-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/mp_7.6.jpg,6,Pastel Bear print hand block-printed cotton toiletry pouch set – additional lifestyle,,,,,,,,,,
