Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,What is it made of? (product.metafields.custom.made_of),What size is it? (product.metafields.custom.size_specs)
bear-circus-animal-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_1.9.jpg,3,Bear & Circus Animal print hand block-printed cotton muslin baby swaddle set – print B on-baby,,,,,,,,,,
bear-circus-animal-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_2.1.jpg,4,Bear & Circus Animal print hand block-printed cotton muslin baby swaddle set – print A flat lay,,,,,,,,,,
bear-circus-animal-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_2.2.jpg,5,Bear & Circus Animal print hand block-printed cotton muslin baby swaddle set – print B flat lay,,,,,,,,,,
bear-circus-animal-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_2.6.jpg,6,Bear & Circus Animal print hand block-printed cotton muslin baby swaddle set – print A detail,,,,,,,,,,
bear-circus-animal-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_2.3.jpg,7,Bear & Circus Animal print hand block-printed cotton muslin baby swaddle set – print B detail,,,,,,,,,,
bear-circus-animal-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_2.7.jpg,8,"Bear & Circus Animal print hand block-printed cotton muslin baby swaddle set – set together, alt view",,,,,,,,,,
sunburst-polka-dot-swaddle-set,Sunburst & Polka Dot Print Cotton Muslin Swaddle Set (2-Pack),"<p>A sunburst medallion swaddle paired with a playful pink polka-dot twin — two easy prints that mix and match with anything in the nursery. Each piece measures 110 x 110cm in breathable cotton double-layer muslin, gentle against newborn skin and generous enough for a secure wrap.</p><p>Beyond swaddling, use either piece as a stroller cover, nursing cover, or lightweight blanket as your baby grows — soft, practical, and made to get softer with every wash.</p><p>Hand block-printed in Jaipur, one motif pressed at a time — small variations in the print are the mark of genuine handwork, not a flaw. Dyed with azo-free, skin-safe colours. A set of 2, ready to gift.</p>",PEXX,Baby & Toddler > Nursery > Nursery Bedding,Swaddle,"Baby, Newborn, occ-new-baby, occ-naming, occ-birthday",true,Title,Default Title,,,,,,,,SWD-SUN-DOT-SET,0.0,shopify,5,deny,manual,999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_3.1.jpg,1,Sunburst & Polka Dot print hand block-printed cotton muslin baby swaddle set – hero – set together,false,Sunburst & Polka Dot Swaddle Set | Cotton Muslin – PEXX,"Sunburst & Polka Dot print baby swaddle set, soft double-layer cotton muslin, hand block-printed in Jaipur. Skin-safe, azo-free dyes. 110x110cm each, newborn–3 years. Set of 2.",,kg,,,active,"<p>Made from soft, breathable cotton double-layer muslin, dyed with azo-free colours.</p><ul><li>Fabric: cotton double-layer muslin</li><li>Dyes: azo-free, skin-safe</li></ul><p>Gets softer with every wash.</p>","<p>A generous wrap that grows into a stroller cover, nursing cover, or lightweight blanket.</p><ul><li>Dimensions: 110 x 110cm (each piece)</li><li>Age fit: Newborn – 3 years</li><li>Set of 2</li></ul>"
sunburst-polka-dot-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_2.8.jpg,2,Sunburst & Polka Dot print hand block-printed cotton muslin baby swaddle set – print A on-baby,,,,,,,,,,
sunburst-polka-dot-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_3.4.jpg,3,Sunburst & Polka Dot print hand block-printed cotton muslin baby swaddle set – print B on-baby,,,,,,,,,,
sunburst-polka-dot-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_3.2.jpg,4,Sunburst & Polka Dot print hand block-printed cotton muslin baby swaddle set – print A flat lay,,,,,,,,,,
sunburst-polka-dot-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_3.5.jpg,5,Sunburst & Polka Dot print hand block-printed cotton muslin baby swaddle set – print B flat lay,,,,,,,,,,
sunburst-polka-dot-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_3.3.jpg,6,Sunburst & Polka Dot print hand block-printed cotton muslin baby swaddle set – print A detail,,,,,,,,,,
sunburst-polka-dot-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_3.6.jpg,7,Sunburst & Polka Dot print hand block-printed cotton muslin baby swaddle set – print B detail,,,,,,,,,,
sunburst-polka-dot-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_3.7.jpg,8,"Sunburst & Polka Dot print hand block-printed cotton muslin baby swaddle set – set together, alt view",,,,,,,,,,
bunny-floral-stripe-swaddle-set,Bunny Floral & Stripe Print Cotton Muslin Swaddle Set (2-Pack),"<p>Pink bunnies hop through blooms on one swaddle, classic blue stripes anchor the other — a sweet-meets-classic pairing for everyday wrapping. Each piece measures 110 x 110cm in breathable cotton double-layer muslin, gentle against newborn skin and generous enough for a secure wrap.</p><p>Beyond swaddling, use either piece as a stroller cover, nursing cover, or lightweight blanket as your baby grows — soft, practical, and made to get softer with every wash.</p><p>Hand block-printed in Jaipur, one motif pressed at a time — small variations in the print are the mark of genuine handwork, not a flaw. Dyed with azo-free, skin-safe colours. A set of 2, ready to gift.</p>",PEXX,Baby & Toddler > Nursery > Nursery Bedding,Swaddle,"Baby, Newborn, occ-new-baby, occ-naming, occ-birthday",true,Title,Default Title,,,,,,,,SWD-BNY-STR-SET,0.0,shopify,5,deny,manual,999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_4.7.jpg,1,Bunny Floral & Stripe print hand block-printed cotton muslin baby swaddle set – hero – set together,false,Bunny Floral & Stripe Swaddle Set | Cotton Muslin – PEXX,"Bunny Floral & Stripe print baby swaddle set, soft double-layer cotton muslin, hand block-printed in Jaipur. Skin-safe, azo-free dyes. 110x110cm each, newborn–3 years. Set of 2.",,kg,,,active,"<p>Made from soft, breathable cotton double-layer muslin, dyed with azo-free colours.</p><ul><li>Fabric: cotton double-layer muslin</li><li>Dyes: azo-free, skin-safe</li></ul><p>Gets softer with every wash.</p>","<p>A generous wrap that grows into a stroller cover, nursing cover, or lightweight blanket.</p><ul><li>Dimensions: 110 x 110cm (each piece)</li><li>Age fit: Newborn – 3 years</li><li>Set of 2</li></ul>"
bunny-floral-stripe-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_3.8.jpg,2,Bunny Floral & Stripe print hand block-printed cotton muslin baby swaddle set – print A on-baby,,,,,,,,,,
bunny-floral-stripe-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_4.1.jpg,3,Bunny Floral & Stripe print hand block-printed cotton muslin baby swaddle set – print B on-baby,,,,,,,,,,
bunny-floral-stripe-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_4.2.jpg,4,Bunny Floral & Stripe print hand block-printed cotton muslin baby swaddle set – print A flat lay,,,,,,,,,,
bunny-floral-stripe-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_4.3.jpg,5,Bunny Floral & Stripe print hand block-printed cotton muslin baby swaddle set – print B flat lay,,,,,,,,,,
bunny-floral-stripe-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_4.4.jpg,6,Bunny Floral & Stripe print hand block-printed cotton muslin baby swaddle set – print A detail,,,,,,,,,,
bunny-floral-stripe-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_4.6.jpg,7,Bunny Floral & Stripe print hand block-printed cotton muslin baby swaddle set – print B detail,,,,,,,,,,
bunny-floral-stripe-swaddle-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/Swaddle_4.5.jpg,8,"Bunny Floral & Stripe print hand block-printed cotton muslin baby swaddle set – set together, alt view",,,,,,,,,,
