Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,What is it made of? (product.metafields.custom.made_of),What size is it? (product.metafields.custom.size_specs)
penguin-print-kids-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/7bp2.jpg,2,Penguin print hand block-printed cotton kids backpack – 3/4 studio angle,,,,,,,,,,
penguin-print-kids-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/7bp3.jpg,3,"Penguin print hand block-printed cotton kids backpack – flat front, studio",,,,,,,,,,
penguin-print-kids-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/7bp4.jpg,4,Penguin print hand block-printed cotton kids backpack – additional angle,,,,,,,,,,
penguin-print-kids-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/7bp5.jpg,5,Penguin print hand block-printed cotton kids backpack – additional detail,,,,,,,,,,
submarine-print-kids-backpack,Submarine Print Hand Block-Printed Kids Backpack,"<p>Pink submarines dive through a sea of stars and bubbles on this backpack — a tiny explorer's bag for a tiny explorer.</p><p>Block-printed on white cotton with pink candy-stripe straps and a pink tassel zip-pull, hand-quilted with a soft cotton fill for everyday cushioning.</p><p>Right-sized for preschool, playdates, or travel, it holds a snack box, water bottle, and favourite toy with room to spare — a secure zip closure and front pocket keep small essentials within easy reach.</p><p>Hand block-printed in Jaipur, one motif pressed at a time — small variations in the print are the mark of genuine handwork, not a flaw. Dyed with azo-free, skin-safe colours.</p><p>H30 x W25 x D10cm (H12 x L10 x B4in). Suits preschool to early school years (roughly 2–6), and bigger kids too.</p>",PEXX,"Apparel & Accessories > Handbags, Wallets & Cases > Backpacks",Backpack,"Toddler, Kids, occ-birthday, occ-diwali",true,Title,Default Title,,,,,,,,BAG-SUB-STD,0.0,shopify,5,deny,manual,999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/8bp.jpg,1,Submarine print hand block-printed cotton kids backpack – hero/worn,false,Submarine Kids Backpack | Hand Block-Print Cotton – PEXX,"Submarine print kids backpack in quilted cotton, hand block-printed in Jaipur. Skin-safe, azo-free dyes. H30xW25xD10cm, ages 2–6+.",,kg,,,active,"<p>Made from soft cotton, hand-quilted with a cotton fill, and dyed with azo-free colours.</p><ul><li>Fabric: cotton</li><li>Fill: hand-quilted cotton</li><li>Dyes: azo-free, skin-safe</li></ul>","<p>Sized for little shoulders, roomy enough for daily essentials — snack box, water bottle, and a favourite toy.</p><ul><li>Dimensions: H30 x W25 x D10cm (H12 x L10 x B4in)</li><li>Age fit: preschool to early school years (roughly 2–6), and comfortable on bigger kids too</li></ul>"
submarine-print-kids-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/8bp1.jpg,2,Submarine print hand block-printed cotton kids backpack – 3/4 studio angle,,,,,,,,,,
submarine-print-kids-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/8bp3.jpg,3,"Submarine print hand block-printed cotton kids backpack – flat front, studio",,,,,,,,,,
submarine-print-kids-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/8bp4.jpg,4,Submarine print hand block-printed cotton kids backpack – additional angle,,,,,,,,,,
submarine-print-kids-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/8bp5.jpg,5,Submarine print hand block-printed cotton kids backpack – additional detail,,,,,,,,,,
bunny-floral-print-kids-backpack,Bunny Floral Print Hand Block-Printed Kids Backpack,"<p>Pink bunnies hop between bouquets of yellow blooms on this backpack — soft, sweet, and made for little hands to carry proudly.</p><p>Block-printed on cream cotton with yellow-striped straps and a yellow tassel zip-pull, hand-quilted with a soft cotton fill for everyday cushioning.</p><p>Right-sized for preschool, playdates, or travel, it holds a snack box, water bottle, and favourite toy with room to spare — a secure zip closure and front pocket keep small essentials within easy reach.</p><p>Hand block-printed in Jaipur, one motif pressed at a time — small variations in the print are the mark of genuine handwork, not a flaw. Dyed with azo-free, skin-safe colours.</p><p>H30 x W25 x D10cm (H12 x L10 x B4in). Suits preschool to early school years (roughly 2–6), and bigger kids too.</p>",PEXX,"Apparel & Accessories > Handbags, Wallets & Cases > Backpacks",Backpack,"Toddler, Kids, occ-birthday, occ-diwali",true,Title,Default Title,,,,,,,,BAG-BNY-STD,0.0,shopify,5,deny,manual,999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/9bp1.jpg,1,Bunny Floral print hand block-printed cotton kids backpack – hero/worn,false,Bunny Floral Kids Backpack | Hand Block-Print Cotton – PEXX,"Bunny Floral print kids backpack in quilted cotton, hand block-printed in Jaipur. Skin-safe, azo-free dyes. H30xW25xD10cm, ages 2–6+.",,kg,,,active,"<p>Made from soft cotton, hand-quilted with a cotton fill, and dyed with azo-free colours.</p><ul><li>Fabric: cotton</li><li>Fill: hand-quilted cotton</li><li>Dyes: azo-free, skin-safe</li></ul>","<p>Sized for little shoulders, roomy enough for daily essentials — snack box, water bottle, and a favourite toy.</p><ul><li>Dimensions: H30 x W25 x D10cm (H12 x L10 x B4in)</li><li>Age fit: preschool to early school years (roughly 2–6), and comfortable on bigger kids too</li></ul>"
bunny-floral-print-kids-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/9bp2.jpg,2,Bunny Floral print hand block-printed cotton kids backpack – 3/4 studio angle,,,,,,,,,,
bunny-floral-print-kids-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/9bp3.jpg,3,"Bunny Floral print hand block-printed cotton kids backpack – flat front, studio",,,,,,,,,,
bunny-floral-print-kids-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/9bp4.jpg,4,Bunny Floral print hand block-printed cotton kids backpack – additional angle,,,,,,,,,,
bunny-floral-print-kids-backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0743/3755/0425/files/9bp5.png,5,Bunny Floral print hand block-printed cotton kids backpack – additional detail,,,,,,,,,,
